,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,-50,-49,-48,-47,-46,-45,-44,-43,-42,-41,-40,-39,-38,-37,-36,-35,-34,-33,-32,-31,-30,-29,-28,-27,-26,-25,-24,-23,-22,-21,-20,-19,-18,-17,-16,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1
4148,4148,1368,465,2446,4367,3914,3607,1433,581,654,4955,346,2424,2660,491,3295,4906,1832,3457,3384,179,960,511,1873,2334,3970,525,2411,3815,2357,1382,1929,5327,5173,1631,279,3404,3652,2538,633,235,708,3167,4997,387,4889,16,3449,247,5299,3962,4106,3664,4781,3969,3271,3928,1851,2300,632,4484,5044,2145,953,5147,4715,3207,61,3684,1283,2038,3287,2912,4598,741,2261,2268,1347,809,3588,3208,3117,5026,2392,4158,3580,288,2504,3763,3318,218,2179,1425,1740,3285,1088,5215,5068,2941,1303
4149,4149,1169,3958,3804,5312,791,952,4971,3521,5000,574,1925,1028,2350,4919,3593,160,1738,91,3500,5297,2819,841,2246,1667,667,2358,3767,661,1631,4596,554,1354,3449,1908,3860,2154,3088,4337,2068,1299,2223,4454,2752,4168,2260,1708,2365,3790,3311,3287,413,2881,4106,3185,5305,4484,3664,4322,2300,3208,2268,2038,609,3928,741,2622,2261,61,4136,3207,3029,3117,1347,3271,2504,5147,4158,632,2392,3318,2912,3580,1283,3684,809,288,1740,3763,4598,3588,1088,218,2179,5215,1425,3285,5068,1303,2941
4150,4150,4371,1337,2524,4048,1690,4281,1552,5073,3009,867,3599,2855,573,343,1815,3461,744,4406,1454,4803,1363,2016,761,4169,1056,2283,2294,3991,4554,1921,5193,2939,5044,2777,4029,2145,342,3485,544,1794,4687,1038,850,4625,434,3863,1308,649,2685,3666,3464,1745,4961,198,3136,3339,1788,2151,1838,4573,587,2637,2351,1662,4042,680,2021,5186,2377,1983,3277,4538,896,3267,2710,1232,1163,1231,1505,1479,1746,5170,3092,1812,3137,4669,1766,3961,4011,5102,3430,2936,752,367,4883,2258,4765,3934,1381
4151,4151,2019,1164,2911,2072,2555,205,853,1705,4009,1153,4448,5092,3486,5169,2617,1874,1124,3075,985,4902,4090,2713,5256,1048,1685,3596,898,69,1490,397,4734,4628,3994,4751,3006,2791,779,3531,743,4124,2091,3753,5151,1304,1590,1585,569,2206,4856,4457,5336,2636,4218,4765,367,752,442,1699,2292,549,1635,1892,2941,5287,413,2258,3317,3473,2626,4883,3346,2140,3081,4074,3934,2219,3716,4945,4959,1388,1539,4499,3430,4867,1221,4080,239,4598,2305,1381,4675,2493,2957,3421,2850,1448,2926,2371,2211
4152,4152,1636,2816,4548,2617,2448,214,5191,4849,290,1239,3414,5320,5100,89,797,3211,3676,4529,244,3259,1692,1872,606,2075,4500,1462,1184,4392,282,4296,4062,3642,4346,166,4426,2132,4102,4251,2932,4248,2895,5151,3372,1724,983,2686,3542,3791,2921,1221,2865,959,4295,3081,3716,2936,143,2373,3362,2021,442,1232,3346,3285,4074,2636,1231,4011,684,3473,4945,2140,752,2305,5336,4598,5102,367,2258,2292,239,2219,1388,2926,3421,4765,4080,4883,4867,4675,3934,2957,3430,1448,2850,2493,2371,1381,2211
4153,4153,1847,2734,2015,2439,3806,5144,1450,4569,1585,588,1405,5001,3490,5081,451,3855,2291,3036,2148,4061,2061,2463,13,2823,2658,3120,4787,4135,2286,1413,614,2396,2404,3376,5143,2348,557,4939,5176,654,2411,392,5167,2719,3435,974,2144,4028,1755,2377,5170,3145,680,1766,2622,3137,4538,4322,4573,1740,3961,2661,3111,2733,5102,4669,3763,5215,1479,1231,2179,3326,3285,218,3421,4011,2936,1315,2351,1838,4042,4344,1746,3092,752,3430,1163,4341,4883,5068,4598,4765,367,2593,2258,1303,3934,2941,1381
4154,4154,5075,2094,2929,2288,1733,1210,3715,1076,2178,3465,2807,2776,2584,2762,796,2280,1390,3496,1362,1789,1352,2218,5288,4098,4708,1968,4130,1731,2005,1641,4378,2790,895,591,2971,5264,2896,3454,2355,4314,2000,2800,3077,440,1023,1981,3351,4418,2723,2076,3362,4978,1273,5044,2504,288,1740,3421,3961,367,4011,3208,4158,239,3185,3716,2021,5147,3029,2936,632,1283,4675,4295,4322,2292,809,2258,4945,5102,2371,1232,1983,1388,4457,4765,2145,3934,3763,2211,4883,752,413,4598,3285,5068,3430,1381,2941
4155,4155,4284,4311,2264,1620,2349,608,4770,149,1020,2225,1393,990,4913,2013,1255,601,1649,4420,4804,770,2546,3669,678,2097,4655,5224,1628,1299,4175,365,781,2582,313,5115,3136,4661,1295,2046,717,1314,4976,3052,4231,161,4076,3382,3142,2325,1002,3514,5192,4832,366,670,4137,2433,649,4158,413,4817,3247,3768,5215,1831,850,4218,3421,1131,5063,843,1740,5044,549,288,2145,5118,4457,2405,2076,4004,715,3716,632,4322,609,3185,4945,3069,3029,1303,5147,2622,1283,3763,809,4598,5068,3285,2941
4156,4156,984,4636,2562,921,1909,4070,1751,4159,5275,2826,256,275,2605,222,3082,5228,4178,4515,1194,3070,2180,4147,339,215,2801,775,4979,1486,4526,914,5203,3573,1086,1081,18,4829,2602,2596,979,4704,4107,3773,1876,2967,4944,561,2275,4443,2999,413,2433,3768,843,3514,3421,3865,4150,4291,4746,2076,1131,4832,1088,4371,218,715,850,4004,3684,1831,5063,5044,2405,3716,649,5118,609,2145,2392,4457,3069,4945,1425,5215,3185,3029,2622,5147,4322,809,1283,288,632,1303,3763,4598,3285,5068,2941
4157,4157,278,2131,4570,4973,45,1655,233,4720,3738,3427,2496,3615,3964,3454,2807,1181,4677,805,251,1362,4235,2670,4698,5246,397,4400,4653,1933,3894,2684,3201,808,1188,4418,1013,37,615,4800,5315,4510,3818,3351,884,916,1245,1271,2597,2412,598,3421,1766,5068,2957,2926,2493,1388,2637,1812,4669,4295,1838,1273,3285,1221,2936,4499,785,4675,4573,1983,1746,3277,680,4538,2351,3137,2021,2850,2219,2941,1479,1448,1163,1232,413,4011,1231,2371,752,3961,5102,3430,367,2211,4765,2258,4883,3934,1381
4158,4158,3734,2556,3186,5329,3139,4279,1634,2038,3053,5026,1593,741,2227,4257,1501,512,3828,2832,2792,3565,4550,4136,4810,4162,1389,1851,2319,1408,3121,3497,1799,3260,639,3044,1591,224,3604,3386,4000,2554,5229,2930,3476,887,3411,653,3505,1619,4122,482,781,3655,5102,1745,1232,2960,3732,1025,1662,4016,143,555,1766,2377,2574,1479,752,2880,5170,3160,198,3137,3452,4275,3649,4011,3907,4883,1505,4088,1212,1118,4573,4669,4538,2351,4312,4005,4765,3092,1277,2936,367,1163,2258,1315,1838,3934,1381
4159,4159,542,4178,5322,256,979,215,1194,5228,3859,3059,2602,3625,921,1909,372,4636,3070,2109,1919,4142,3096,1070,1647,4944,3206,1751,4041,4089,3432,911,775,4878,1895,2033,2780,1162,1086,1253,3224,4202,202,2605,3109,1090,4704,354,258,4024,2006,3514,4371,3421,2433,413,3207,4291,3865,4746,4832,218,843,4978,715,2076,4004,5063,1131,3684,1831,5118,3716,2405,850,649,1088,609,3069,5044,4945,2392,5215,1425,2622,3185,4457,3029,2145,5147,4322,809,1283,288,632,1303,4598,3763,3285,5068,2941
4160,4160,4915,957,1242,2033,3771,1713,4885,4531,2917,3445,3722,2717,4407,4314,2838,4064,2815,4206,207,4195,3156,2502,1019,4202,982,4742,4952,1253,2440,3235,3274,2101,3523,4684,307,567,5274,432,3625,3831,3335,1686,3965,3529,1960,796,1090,5258,4944,5063,2672,3207,843,3716,4004,3208,4291,3865,3069,5118,2076,1831,4590,4978,218,649,4158,609,2179,2405,850,3580,1131,4945,3684,1740,2622,2392,3185,1425,3029,1088,5044,5215,5147,4457,2145,4322,809,413,1283,632,1303,4598,288,3763,3285,5068,2941
4161,4161,3807,2198,3575,4665,798,2011,1130,2551,1437,3739,2580,2536,2003,1394,1078,3319,1046,791,5145,4826,354,1383,4509,4869,4205,51,2501,355,3484,859,2638,978,1882,2228,554,1537,5208,3382,2972,3358,57,5188,3515,1203,4716,4903,3888,611,1885,4590,2512,5044,3421,2392,4004,5329,2076,89,4457,3865,3104,2405,1088,1616,4136,2262,3383,1831,715,3716,2912,2179,4945,609,218,2881,4158,3185,2672,3029,3069,5147,5215,4322,1425,632,2622,1740,288,4137,1283,809,3763,413,4598,1303,3285,5068,2941
4162,4162,4279,741,2930,2038,3044,4122,5325,3604,1861,3139,3228,5279,5269,2556,3121,1774,1042,2319,3281,5242,2381,1365,2426,1540,5313,1734,3505,1376,4845,28,4050,1619,1220,3273,5329,4257,3047,338,1865,856,481,347,2337,2027,5229,425,1592,2509,4444,4312,555,5147,2371,1838,3029,2258,1381,3934,5184,4457,1315,4817,1283,1163,4218,549,1448,2498,1831,2219,4319,1288,3285,3015,5183,1539,3763,4074,2493,3473,2305,4945,2850,3185,632,2926,3737,4080,2211,5068,3069,2622,3716,4322,2957,5063,4598,2941,3421
4163,4163,815,1092,1244,1205,270,4473,237,4209,4189,1661,4506,4138,3617,1988,192,3805,1324,4866,5034,3708,3577,4653,2144,546,4187,2148,4378,884,4909,307,2569,2213,4943,2513,1623,783,2709,5103,4834,4128,1362,762,916,2604,3374,1140,3184,2026,2057,1088,3092,413,2936,1983,2351,1163,3277,4669,1740,5102,2162,288,218,3588,4328,1845,1838,2912,1950,680,2661,2059,3666,4011,4344,4042,5068,3961,4735,367,3318,3111,2733,1746,4765,752,5215,1303,3430,4715,4341,4883,2179,2941,3208,2504,2258,3934,1381
4164,4164,4774,3220,4659,11,4976,157,678,2999,2325,3555,4652,1917,1897,3401,2368,2401,3873,1302,1924,1956,4076,324,4466,4231,3026,3838,386,1428,4007,4661,3172,2225,3727,313,2522,645,1781,161,1864,770,149,587,3265,5087,18,3701,4450,4612,3136,3064,4291,2294,4832,4371,670,5215,2392,413,3768,3514,649,4978,4817,2433,850,843,4218,549,1131,1831,3421,5044,2405,5063,2076,5118,4004,715,288,4457,2145,609,3069,1303,3185,3029,3716,4945,5147,4322,632,2622,1283,809,3763,4598,3285,5068,2941
4165,4165,3312,1776,1432,3404,3502,2252,2954,960,5128,2750,1604,5239,2494,3413,1354,3895,286,1631,5235,1832,1558,4869,2592,2864,654,1530,387,525,1169,3804,3868,3352,501,2223,4906,4148,2069,4599,5053,1471,1537,1928,1481,307,1368,1562,3571,2769,2660,3495,3287,3139,1347,2145,3121,4457,3865,2381,4137,3029,2912,5147,5329,61,3207,2059,2268,4344,1251,1950,4715,1851,4322,632,3208,1283,3684,809,2392,741,2038,5026,218,413,4598,2179,2504,3763,1088,1425,288,5215,3580,3285,1740,4158,5068,1303,2941
4166,4166,223,962,5331,4120,4992,949,2342,337,3351,1997,306,1453,2374,2969,4065,3123,2914,5255,3474,1281,3499,4897,1718,562,2437,5020,4950,1258,4793,2915,1609,3023,881,3374,2113,1324,4197,4187,4360,480,4413,3529,3347,1648,2169,1527,4800,1807,5043,609,2351,2926,4832,1831,4005,1163,5118,4573,1616,4004,367,1773,2211,549,1838,4817,5063,5044,4312,2493,1131,2957,2405,2076,2258,4080,4218,413,3934,2145,809,3069,3716,3029,5147,4457,1283,632,1381,3185,4945,4322,2622,3763,3285,3421,5068,4598,2941
4167,4167,2596,3608,4657,2967,4268,3554,3493,928,2894,3634,2006,1089,3129,3569,2029,2238,400,3107,2652,191,2328,763,1090,2130,3692,703,1647,5091,2759,4934,4684,2367,4065,4189,4391,4414,4944,1960,4843,4601,479,455,5039,3598,3334,921,2779,636,3529,1131,4746,364,609,4832,2405,3421,3716,1616,178,1347,850,4978,1831,5063,2170,4150,4371,649,4945,4341,3208,3069,3684,4457,5044,2179,3029,2622,3185,1088,413,1425,218,5147,3588,2145,2392,4322,809,1283,5215,632,4598,3285,3763,288,1303,5068,2941
4168,4168,4362,1033,177,4848,745,931,557,1698,1035,2056,3268,1092,1882,1112,3533,5001,4644,3398,3703,4509,4596,798,4919,2708,2198,3881,2535,2513,1383,3374,2148,1334,494,2246,1169,114,1399,3913,667,5185,2540,1046,3575,3298,2559,2144,4495,3807,859,3271,2512,4123,1347,3111,1543,3757,4702,2733,809,2998,1283,1315,4042,1611,3117,1950,3928,1280,2300,288,3763,1381,2392,4305,2059,4344,4106,4715,4484,4598,1088,89,2162,1740,4328,3208,2504,4341,3285,2912,3588,1425,5068,218,5215,3318,2179,2941,1303
4169,4169,2283,1815,4625,544,1056,1794,761,1970,4029,3461,3525,4227,3599,1921,108,4803,2016,4196,342,4554,1031,3241,2387,3985,3863,2366,1337,343,1821,1038,1454,2855,876,3485,1614,4180,5244,3141,867,4406,5057,1379,3670,1414,3948,3009,1531,2286,814,3192,3267,2351,2377,1232,1845,2162,5170,1231,1505,4123,1838,1657,1479,896,1766,2059,1812,3092,4669,1950,3137,2661,3326,1163,5102,1611,4011,3961,4715,4341,680,3111,3666,3430,2936,752,4344,3208,4735,2504,4883,2733,1746,4765,367,4042,2258,3934,1381
4170,4170,2977,5295,2124,4783,2002,3270,976,2731,2923,4460,2575,2321,4643,4501,4753,30,819,1954,1165,2545,3891,1469,2909,2925,4516,2459,1320,1509,2428,2534,705,5158,3916,4646,4222,2699,946,711,3764,1084,872,840,920,2557,5280,3999,4983,699,5069,1425,3421,700,4291,2433,549,1088,3514,5215,1831,4817,2392,4218,3768,4832,2294,1131,670,2076,649,5063,850,715,3716,4004,3069,5118,288,2405,843,609,4978,4945,2622,5044,3185,3029,4457,4322,632,5147,1303,2145,1283,809,3763,4598,3285,5068,2941
4171,4171,5105,4563,2201,4674,2802,3817,2757,1401,3737,1114,4058,4026,3646,888,1440,4006,1301,1431,1927,905,4454,1132,2065,4754,823,5235,1400,2715,2738,4600,3819,2981,5184,1664,4920,2540,2711,16,41,2308,2747,3680,2476,1529,3750,4135,429,2223,651,22,4467,2300,4735,3357,5269,3976,681,2651,2901,2881,1740,1180,1425,4106,1280,1580,1381,2381,680,3974,4917,3578,2038,2032,3318,5215,741,4042,218,2912,2162,1303,1676,3580,3588,1088,3666,2059,3980,4341,1825,2733,4715,1950,4344,3111,2504,2179,3208
4172,4172,3166,875,2295,524,3815,4685,323,2769,885,3031,1301,279,2539,5283,1035,1783,546,1112,3670,3911,2081,1182,2148,101,114,535,4128,1244,2387,794,4899,2513,1475,2424,2026,5185,2847,1907,1185,1274,2721,4578,536,4819,2660,5132,3636,1065,2590,3267,2377,1740,5186,4573,3092,2381,2021,1479,3869,4467,1812,3111,1766,896,2733,3277,1845,3464,4715,741,2859,2661,4669,4735,3208,2179,4344,1231,1983,1746,4042,2936,680,1280,3318,4011,5102,3666,367,3961,2059,752,4883,4765,2258,3430,3934,2504,1381
4173,4173,1149,5159,2315,1764,4577,880,4934,1986,3557,4931,3417,2444,5094,4833,1406,1922,5174,395,2137,4656,2045,3391,4212,3906,1736,4115,1526,3493,4321,801,4835,4050,3229,1226,2347,5150,2871,5242,4414,2221,947,4516,3675,2528,3773,3657,5290,1200,4167,4817,4004,2392,843,4371,670,3514,4218,2691,1831,850,2405,2614,2433,121,5118,2855,700,1131,3069,4080,649,1694,2622,4150,3716,3029,2170,5044,809,4945,3185,5147,5063,3421,288,4978,1303,439,2957,4457,4322,1283,3285,632,2145,4598,3763,5068,2941
4174,4174,3154,3741,2935,3368,2664,4731,4630,626,1601,2235,192,2332,4276,1321,2773,4977,4081,1887,4570,45,3012,1489,808,237,4720,535,4616,4138,278,4888,2640,4505,3275,270,854,1506,3833,2131,4128,4842,884,4719,1168,1362,591,505,1244,3738,4036,4654,3561,2710,1163,2377,4735,4467,1845,3092,3666,1005,2661,2351,2637,4573,1812,896,4538,143,3339,5170,3137,3464,5186,1273,1766,1746,3267,1479,4295,680,2021,4669,2504,3277,1231,1232,2936,1983,367,4011,5102,3961,4765,752,2258,4883,3934,3430,1381
4175,4175,601,2078,1079,3142,1393,3555,678,2171,3084,83,4177,4450,4442,2097,2879,2851,2325,1628,1428,2880,1745,1209,3838,3719,4545,1912,4652,4190,2225,4829,1781,3052,2801,2582,3689,4284,4231,3314,3013,2309,2729,4181,781,2046,1002,1864,4007,4466,2623,3247,649,1189,4832,670,3064,1003,4291,5044,366,3768,850,843,3514,4218,5192,288,4817,3421,1131,2145,2433,1303,1831,413,549,2405,5118,4004,5063,609,715,4457,2076,3185,5147,3029,3716,3069,632,4322,4945,1283,809,3763,2622,3285,5068,4598,2941
4176,4176,846,3576,5322,980,4326,3437,3170,4651,1770,3180,2427,1050,4918,4542,2039,3549,1822,4636,4094,4565,1344,3279,3674,2431,1366,3177,349,4604,3543,2067,1582,47,891,4084,1202,426,1813,5181,3223,4518,2485,1846,4022,2141,167,1615,3453,468,4807,1425,4817,3069,4371,5063,2392,5215,4150,649,3664,2294,239,3580,2433,1740,843,2405,715,850,3207,3684,5118,2622,4158,2076,1088,4004,3716,4978,1303,1131,3185,609,5044,413,3029,4322,4945,5147,1283,632,288,809,4457,2145,4598,3763,3285,5068,2941
4177,4177,2729,2801,1393,1781,3084,775,3142,611,4829,1086,1864,4526,4325,695,914,3096,561,917,5232,104,1346,483,4142,2605,2833,3519,3706,3410,5013,620,4107,83,1299,3171,3679,2012,354,1912,1876,3627,2078,468,4284,4190,4175,586,2309,3343,5228,2392,670,5192,3064,5215,3247,3421,1425,3768,4291,3514,4218,4832,843,2433,649,549,4817,850,1131,5044,413,1831,2145,5063,4004,715,5118,2076,609,2405,288,3716,4457,1303,3069,4945,3185,3029,5147,2622,4322,632,809,1283,3763,4598,3285,5068,2941
4178,4178,215,2006,1194,3206,4944,1960,921,3771,1647,256,5228,2967,1253,4202,3625,2602,4704,5203,4915,3070,617,2033,3692,1486,2421,1090,3821,1713,1459,3432,3608,2275,3859,703,2109,2596,4843,3129,3156,4024,4142,2815,1242,339,5091,982,1621,3082,542,1616,700,218,3865,3514,4371,843,4832,2433,3421,4291,1088,4978,3684,4004,715,2076,5118,649,1425,850,609,2392,2405,1131,5063,3716,5215,1831,5044,3069,4945,413,3029,3185,2622,2145,4457,5147,809,4322,1283,1303,288,632,3285,3763,4598,5068,2941
4179,4179,1641,4339,1733,3465,3819,1352,763,2902,3077,4414,2313,2929,2633,2238,1076,3496,2444,2342,4078,2584,3493,5075,4905,1640,4689,4793,2440,674,1355,1731,2968,3374,1196,4477,4708,4405,2288,1626,2762,2641,2958,2489,2815,3674,796,2218,1786,1275,2662,5215,1315,1983,4765,125,3763,4917,3666,5102,1088,288,3464,1425,2504,1838,2936,4598,218,2593,1068,1323,4123,4883,1273,3175,333,4743,1746,1251,3934,3192,1232,3588,3285,5068,413,752,4328,2179,680,2901,4344,1303,3111,1381,2941,3430,2733,3208,4341
4180,4180,1031,913,4227,876,1399,2283,2148,1853,13,1821,544,3490,392,4939,1263,5057,3141,4533,1684,931,1151,3376,107,1614,2969,1970,1033,1755,771,750,716,740,513,3086,2274,2366,3143,1753,1532,1743,4901,1147,2016,108,3968,2978,3130,5185,383,1611,1745,1950,2504,1021,2162,4344,1232,482,4669,1118,4735,4275,2179,752,4715,2936,5102,3961,4123,4538,3111,1231,1212,4573,4042,1662,3092,4011,3137,4005,1479,4328,1746,1277,2351,3208,4883,2733,2941,4765,1315,4341,1838,1303,1163,367,2258,3934,1381
4181,4181,1118,679,2309,2616,27,506,3396,1000,1025,3407,1415,1209,1838,502,2548,5232,4784,1277,48,5245,3706,2052,1148,2184,2401,2574,2351,4537,2831,2416,1212,4223,2284,4275,3907,1912,1547,426,4175,2413,5200,3590,1544,324,3904,97,4771,1781,153,4291,3876,1740,3064,649,2294,1189,670,4137,3514,4218,147,4158,850,5192,1831,843,5044,4817,1303,549,2433,5063,1131,288,2405,2145,5118,3069,4004,715,413,3716,609,3185,2076,2622,3029,4457,5147,632,4322,4945,1283,809,3763,4598,3285,5068,2941
4182,4182,2561,74,3783,576,2878,5227,4877,2928,2202,2463,3982,117,2439,1413,3605,30,1062,590,3264,5162,2687,2411,272,2990,360,4561,3564,5109,3345,4690,226,654,1160,4097,1551,754,4486,3966,3231,4632,509,4844,3916,5059,4308,4184,1469,5280,4811,3934,4106,2836,1088,3664,4978,4305,3145,1425,2076,549,3287,3716,2405,715,4218,5118,218,5044,1851,1522,1296,4004,4457,1381,843,609,3069,3869,632,4108,4322,2145,5215,3421,4945,4158,3029,5147,3185,2622,1740,1283,3763,809,1303,4598,5068,3285,2941
4183,4183,4612,435,3008,5093,56,449,5055,1909,3555,758,2231,1428,3159,1772,3172,678,232,3559,4089,1864,3084,672,1977,4774,324,4450,2588,561,2325,1086,483,2401,4636,1302,1917,4652,2368,770,1781,468,4661,2653,2605,1576,2801,4442,3013,5232,4023,5192,3684,1189,3064,4978,670,1425,4832,4291,3768,843,3514,4218,649,5044,850,4817,549,2433,1131,3421,1831,2405,413,4004,2076,715,2145,288,5118,5063,609,4457,1303,3716,3069,3029,4945,4322,3185,5147,2622,809,632,1283,3763,3285,4598,5068,2941
4184,4184,4690,1464,1599,621,2463,142,3982,2643,4753,3055,2239,5227,5248,1246,2731,4605,4844,5128,1413,2121,2178,1377,3764,4222,3134,487,3916,474,2202,30,172,3508,2620,654,872,3611,3605,1210,74,3264,1137,1618,1320,566,2878,3133,4815,2095,3889,2622,4550,1825,5118,843,3684,3962,5044,1983,741,3207,2038,752,218,2392,3111,4765,5026,1425,4883,3934,4945,3185,3287,4322,288,3208,632,3580,3029,5215,2504,5147,4457,2145,3869,2179,1088,1283,4158,1740,809,3430,1381,4598,3763,1303,5068,3285,2941
4185,4185,2191,2514,2060,3877,4651,1582,3735,4326,2959,1770,3407,5181,1554,47,4416,4537,4586,3437,3375,4458,3549,3751,2702,63,426,846,4113,1493,4942,4084,4932,3170,4700,1741,4094,70,2497,4658,3279,3543,1547,4565,5117,5157,1102,1148,5330,4270,4990,1189,2603,5063,3421,1844,147,2433,670,3876,3069,549,2466,4218,4817,850,3664,4137,2294,5118,843,715,2405,288,1740,2622,1131,413,239,4978,4004,2076,3716,3185,632,4322,5044,4158,609,3029,1283,4945,5147,4457,2145,809,3763,4598,5068,3285,2941
4186,4186,3800,1168,5315,330,2543,158,884,4235,3695,3539,4140,2684,1013,1809,666,4566,1245,2053,4368,3754,916,1321,739,3516,4686,505,5034,3184,626,4571,933,4209,4138,1955,1683,296,3,15,3439,2586,1291,2131,37,3778,3483,2153,4987,3738,762,752,2622,4735,632,4590,3974,4978,1163,1303,1845,239,5026,4511,1283,4322,2850,4457,5215,3208,4945,3664,4959,4765,2957,5044,3961,809,1087,367,3421,3580,2059,4137,4883,2211,2145,4158,2371,3934,2504,288,3763,4598,2258,1740,3285,1381,5068,413,2941
4187,4187,3805,3931,916,1661,2972,2113,4866,4209,3516,3184,1513,2256,2942,1324,4120,3358,4528,4473,2526,5034,4909,480,2969,1348,550,2725,762,1875,4059,2057,4742,2430,739,3320,2089,2580,3374,1177,1807,4618,884,1743,666,3742,951,4413,3156,815,4613,4978,4137,1131,1616,4042,3326,1088,1163,2405,1831,2672,1425,2392,4341,3580,367,2912,3716,218,3318,3069,2179,3208,2504,4945,3029,4457,3185,5044,1740,3934,5147,2258,2145,2622,5215,809,4322,1283,632,3421,1381,288,413,1303,3763,4598,3285,5068,2941
4188,4188,1948,1274,101,4104,4899,3031,163,4886,201,2436,4819,748,2539,1907,3001,5132,3911,524,535,5184,4523,2026,5105,869,2295,3846,92,2376,2201,662,3984,2721,1065,4685,536,1250,4593,5024,1409,1121,5332,1725,721,595,517,4319,1529,1259,1542,3267,1580,22,4538,3339,741,1845,2381,3277,3192,2859,2021,3869,1505,896,4669,1232,1231,2661,367,4011,1280,2936,1983,4735,4042,2059,4467,4715,3464,3318,4341,2258,3961,5102,1746,680,3111,2733,2179,4765,4344,752,4883,3666,3934,3208,3430,2504,1381
4189,4189,138,4943,3334,4072,4315,308,928,3493,664,332,4324,432,2238,3554,3077,2057,763,5034,783,4543,2630,1504,2971,3036,4134,2089,1641,1324,4378,2130,4163,2894,3687,455,3374,4473,191,3805,3529,2288,4777,1807,3552,38,405,4671,5135,4684,1643,3580,2351,2936,3092,1315,4669,2392,3961,5102,2901,2162,4011,4123,632,1746,1425,1232,2912,3318,4344,1950,4598,1088,2504,367,4328,413,1838,218,3285,3763,752,3430,4765,4715,3111,3588,288,4883,5215,2733,2258,5068,2179,4341,3934,1303,3208,1381,2941
4190,4190,2085,2833,3142,620,4829,4526,5013,2729,355,2801,4231,2666,4147,775,3556,1262,4826,4442,1781,611,586,4922,2097,3559,1909,354,1393,1963,1876,5228,3084,2588,1078,5275,663,770,2605,1333,2012,3265,5088,798,483,930,1002,4310,4704,3432,2003,670,1003,1616,4371,3247,3064,4291,4218,649,1425,4817,843,3514,3768,850,4832,2433,1131,5044,549,2145,3421,1831,413,2405,5118,4004,2076,288,609,4457,5063,715,3716,4945,3185,3029,1303,5147,3069,4322,632,809,1283,2622,3763,4598,3285,5068,2941
4191,4191,1982,2743,3929,2728,515,2631,4740,2765,1603,2934,2475,829,490,3507,804,3616,1756,851,5138,4579,1744,2648,1670,4269,2620,1968,3875,301,648,4192,2288,4098,5005,1817,1331,706,894,4773,377,3683,3837,1362,3324,2665,3351,412,828,1935,2929,2170,4513,3277,2371,305,1538,2059,4916,4669,4573,2960,2268,1421,1479,2733,1740,809,2292,4538,3464,4295,1232,4467,2021,3318,4312,1231,3111,2145,1388,3961,367,2936,4011,2211,981,5102,1983,3285,5068,2941,4765,3208,2258,752,2504,4883,3934,3430,1381
4192,4192,5308,4492,4402,4101,3644,2743,4117,1380,345,4633,2084,2277,1613,3843,829,4583,613,1976,120,1235,3222,195,1331,1857,2728,4364,3921,1265,3252,1413,1465,4996,2648,2385,404,1517,3886,2041,1637,2189,1571,2229,3231,4858,5065,190,4740,3004,4579,4404,2377,2582,3869,2151,3208,3277,198,2710,2637,4275,3267,4598,1662,2960,2145,5186,4312,3421,3092,5170,3137,1766,4669,3961,2351,1163,4573,4538,2021,2211,1838,1479,1231,1983,1232,3285,5068,4011,5102,2941,752,2936,367,4765,4883,2258,3430,3934,1381
